uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Résultat net comptable hors SIE;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Subventions de la région;Subventions Union Européenne;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0753375L;2015;2212275.0;0.0;0.0;222241.1;237169.36;-1291392.0;8.0680867483418;985666.54;11231190.0;91.9319176717807;2047906.45;16.19241723;;8674551.0;71.004774059709;;1330722.71;38.0;1171137.0;;3092803.65;;12216856.0;22.727598655497;245687.0;;;;144025.7;2462529.0;79.0;;2011;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753375L;École nationale supérieure de chimie de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753471R;2015;4116137.0;641406.79;308813.58;7049344.02;1396792.09;108740.0;6.03265575948544;9071333.0;141800706.0;94.3008977567025;30710231.67;20.35029538;1366914.93;107494791.0;71.4866348794421;367946.75;7754583.33;49.0;19146233.0;28294231.81;48216311.94;;150370473.0;31.7166628850067;4911356.0;;4131726.38;963994.65;2576731.99;19037493.0;48.0;221862.11;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753471R;Conservatoire national des arts et métiers;75103;Paris 3e;A01;Paris;R11;Île-de-France
0753486G;2015;365147.0;408422.48;1468459.56;564742.58;536535.14;-3950317.0;3.38098146588911;1222511.0;34935954.0;96.6190185341109;3474808.48;9.609944614;135692.89;30854902.0;85.3324442837936;222031.82;1305614.93;33.0;3155009.0;268623.6;4319806.21;;36158465.0;11.9468732978571;720306.0;;131582.97;480406.12;794.0;7105326.0;73.0;;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753486G;École pratique des hautes études;75114;Paris 14e;A01;Paris;R11;Île-de-France
0762762P;2015;2065553.0;123299.13;0.0;1856632.9;648583.07;-3432820.0;4.06187764068817;2754339.0;65055162.0;95.9381208845923;7386483.84;10.89299245;490693.97;55750091.0;82.2157505300658;;3776727.75;47.9;8661093.0;1218102.04;8791067.73;;67809502.0;12.9643615433129;1837691.0;;2093874.34;225646.1;1180689.38;12093913.0;67.0;;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0762762P;Université du Havre;76351;Le Havre;A21;Rouen;R28;Normandie
0781944P;2015;4183442.34;76517.4;337583.34;2274138.65;3126863.94;-11705259.46;7.26971549440304;9564092.3;129446598.54;98.3930218975415;21724500.78;16.51290427;1823629.6;106245297.0;80.7575938814761;9403298.81;12247312.93;36.24;13030385.85;2909954.48;24747296.45;;131560751.0;18.8013026772704;5031595.86;;1224593.55;478656.92;952352.56;24735645.31;69.0;91545.2;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0781944P;Université de Versailles Saint-Quentin-en-Yvelines;78646;Versailles;A25;Versailles;R11;Île-de-France
0912341A;2015;23205555.0;;;;;13483954.0;3.76085537888655;3224704.0;82518694.0;96.2385614892386;;;;59354191.0;69.222641359272;;;138.0;31709341.0;;;;85743898.0;55.2920337258285;216983.0;;;;;18225387.0;80.0;;2015;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912341A;CentraleSupélec;91272;Gif-sur-Yvette;A25;Versailles;R11;Île-de-France
0931827F;2015;3766270.0;;;;;-8048901.0;1.12812706949926;1492677.0;129347820.0;97.7577715223842;;;;113122626.0;85.4951852031222;;;67.0;24029660.0;;;;132314616.0;12.0156355213244;554542.0;;;;;32078561.0;89.0;;2012;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0931827F;Université Paris 8 - Vincennes - Saint-Denis;93066;Saint-Denis;A24;Créteil;R11;Île-de-France
0932066R;2015;159902.1;;;;;8111.35999999987;8.07731995059774;450805.0;5127165.41;91.8662292037747;;;;937015.85;16.7890258964104;;;158.0;2250539.36;;;;5581121.0;22.0220095568614;319949.3;;;;;2242428.0;157.0;;;E;autres établissements;GR60;autres établissements d'enseignement et de recherche;0932066R;École nationale supérieure Louis Lumière;93051;Noisy-le-Grand;A24;Créteil;R11;Île-de-France
0951376E;2015;807864.0;0.0;0.0;818661.34;81409.45;256871.0;;;4222967.0;125.702359609191;2348731.0;69.91317013;;1634943.0;48.6663033186218;255106.0;;585.0;6865875.0;961740.92;2686709.93;;3359497.0;79.9735793781033;;;21250.0;62851.75;98607.87;6609004.0;563.0;;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0951376E;École nationale supérieure de l'électronique et de ses applications de Cergy;95127;Cergy;A25;Versailles;R11;Île-de-France
1260001S;2015;303171.0;7553.0;0.0;239874.28;5000.0;-6984.0;2.48145963703379;133329.0;5274215.0;98.1613275396812;1403023.84;26.11245152;;3858956.0;71.8211608508978;;114634.31;144.0;2112035.0;;379404.97;;5373007.0;7.06131594468423;;;;;;2119019.0;145.0;126977.69;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1260001S;École française d'Athènes;;Athènes;A99;Étranger;R99;Étranger
1340004B;2015;112667.0;17825.0;0.0;435213.48;45000.0;57591.0;6.59939314267952;457738.0;6478324.0;93.4006068573205;1165285.16;16.77211341;44151.9;5189307.0;74.816329496478;;579351.91;138.0;2487743.0;;615985.88;;6936062.0;8.71235003377998;302775.0;;;;;2430152.0;135.0;73795.5;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1340004B;Casa de Velázquez de Madrid;99134;Madrid;A99;Étranger;R99;Étranger
9730429D;2015;1176431.0;0.0;0.0;225745.81;106230.78;-214634.0;6.38960570231367;1219422.0;17840536.0;93.4819861852028;3637009.28;19.08193674;;14131139.0;74.0452495810205;282113.98;1272878.67;33.0;1637286.0;604376.74;2844583.79;;19084464.0;15.0336367843498;1129568.0;;714225.52;616892.87;134144.77;1851920.0;37.0;;2015;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9730429D;Université de Guyane;97302;Cayenne;A33;Guyane;R03;Guyane
0060931E;2016;10533284.0;;;;;-13023803.0;2.08270815807649;4586087.0;215612167.0;97.9172918419235;;;;184076666.0;83.595879011829;;;18.0737267948334;10824765.0;;35176364.0;1814385.0;220198254.0;15.9748605454428;1814385.0;;;;;23848568.0;39.8191094661184;;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0060931E;Université Nice - Sophia-Antipolis;6088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0133774G;2016;1508485.0;;;;;-2066580.0;4.29636133194298;693794.0;15454615.0;95.703638668057;;;;12294269.0;76.1330048056127;;;83.1570401462605;3569889.0;;2855794.0;115798.0;16148409.0;17.6846771716025;115798.0;;;;;5636469.0;131.295981168085;;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0133774G;École centrale de Marseille;13213;Marseille 13e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0141720U;2016;977815.0;;;;;-25356.0;11.0914316587793;1772662.0;14281351.0;89.3574909438681;;;;10368071.0;64.8723506962248;;;137.312790645647;5447256.0;;3850394.0;1552301.0;15982265.0;24.0916666067044;1552301.0;1746965.0;;;;5472612.0;137.951957066247;;2012;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0141720U;École nationale supérieure d'ingénieurs de Caen;14118;Caen;A05;Caen;R28;Normandie
0142382N;2016;503202.0;;;;;-3044608.0;3.8460102820017;141160.0;3529135.0;96.1539352264953;;;;1536954.0;41.8754667537804;;;57.5784151073847;564450.0;;3641297.0;70622.0;3670297.0;99.2098732064462;70622.0;366532.0;;;;3609058.0;368.152785314248;;;B;communauté d'universités et établissements;;communauté d'universités et établissements;0142382N;Normandie Université;14118;Caen;A05;Caen;R28;Normandie
0250082D;2016;2695756.0;;;;;131635.0;16.372061148505;891101.0;4543705.0;83.4807907305319;;;;1904135.0;34.9843784879699;;;151.690032693584;1914541.0;;2189569.0;306375.0;5442815.0;40.2286133186596;306375.0;143058.0;;;;1782906.0;141.260526376602;;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0250082D;École nationale supérieure de mécanique et des microtechniques;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0251215K;2016;7377945.0;;;;;-1319153.0;1.40663943304804;2653118.0;185943781.0;98.5843278303677;;;;160109766.0;84.8875588917247;;;49.7636115079321;25703428.0;;26732572.0;;188613936.0;14.1731690493962;;;;;;27022581.0;52.3175828074616;;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0251215K;Université de Franche-Comté;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0290119X;2016;573377.0;;;;;-66465.0;17.2505657872364;549878.0;2637716.0;82.7494342127636;;;;1008728.0;31.6454353973561;;;283.133362348335;2074515.0;;1012908.0;178784.0;3187594.0;31.7765687851088;178784.0;206601.0;;;;2140980.0;292.204619451071;;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0290119X;École nationale d'ingénieurs de Brest;29019;Brest;A14;Rennes;R53;Bretagne
0310152X;2016;5187087.0;;;;;-5975984.0;3.53936414581231;1998368.0;54456675.0;96.4497044564131;;;;42171193.0;74.6905517353815;;;56.9769689390695;8618823.0;;17339222.0;1286317.0;56461215.0;30.7099696667881;1227956.0;;;;;14594807.0;96.4827639586883;;2012;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0310152X;Institut national des sciences appliquées de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311382J;2016;32863876.0;;;;;-2998466.0;23.0021728522017;28889222.0;96696103.0;76.9913594537193;;;;76290629.0;60.7441154095873;;;106.959241987239;28729283.0;;44020871.0;2454067.0;125593448.0;35.0502925916963;2454067.0;;;;;31727749.0;118.122543573447;;2009;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0311382J;Université Toulouse 1 - Capitole;31555;Toulouse;A16;Toulouse;R76;Occitanie
0312758E;2016;1004972.0;;;;;-23255659.0;4.00000788337218;527694.0;13134457.0;99.56135855972;;;;3775681.0;28.6202870699658;;;159.476561535814;5818439.0;;12342975.0;959968.0;13192324.0;93.5617939644296;457031.0;;;;;29074098.0;796.88679021904;;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0312758E;Université fédérale de Toulouse Midi-Pyrénées;31555;Toulouse;A16;Toulouse;R76;Occitanie
0333232J;2016;2317826.0;;;;;451838.0;21.9720932383032;3212518.0;11347005.0;77.6081104714409;;;;4879770.0;33.3753029310574;;;282.246633362724;8896261.0;;7813673.0;1352008.0;14620901.0;53.441802252816;1352008.0;1082920.0;;;;8444423.0;267.911425085298;;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0333232J;Institut polytechnique de Bordeaux;33522;Talence;A04;Bordeaux;R75;Nouvelle-Aquitaine
0342032Z;2016;2602677.0;;;;;29536.0;30.4129177225776;1734633.0;3968973.0;69.5870822774224;;;;213521.0;3.74361412762382;;;261.771032456003;2886006.0;;1022410.0;;5703606.0;17.9256771943925;;;;;;2856470.0;259.0920119638;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0342032Z;CINES - Centre informatique national de l'enseignement supérieur;;;;;;
0350936C;2016;12294819.0;;;;;-6426897.0;0.826263305007099;2085317.0;250293917.0;99.1737366949929;;;;206993804.0;82.0169713329108;;;29.0157990535583;20173550.0;;53877362.0;;252379234.0;21.3477793501822;;;;;;26600447.0;38.2596630184984;;2010;B;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0350936C;Université de Rennes 1;35238;Rennes;A14;Rennes;R53;Bretagne
0421095M;2016;5893403.0;;;;;-7005935.0;2.26259391404151;2757636.0;119121768.0;97.7374052654753;;;;102575210.0;84.1612329827176;;;44.3714357899725;14682233.0;;21092557.0;;121879405.0;17.3060879317552;;3690193.0;;;;21688168.0;65.5441957510234;;2009;A;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0421095M;Université Jean Monnet;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0440100V;2016;10701141.0;;;;;-2350485.0;3.60065215039593;1216541.0;32570144.0;96.3993478496041;;;;24331867.0;72.0161418618015;;;44.768637191165;4050336.0;;12619121.0;38790.0;33786685.0;37.3493907437205;38790.0;;;;;6400821.0;70.7487065454792;;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0440100V;École centrale de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire
0450855K;2016;5292603.0;;;;;-12901156.0;2.21801515212309;3564394.0;157137574.0;97.7819848478769;;;;132151499.0;82.2339020764201;;;;-2056277.0;;27267049.0;476986.0;160701968.0;16.9674642690126;476986.0;;;;;10844879.0;24.8454671955162;;2011;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0450855K;Université d'Orléans;45234;Orléans;A18;Orléans-Tours;R24;Centre-Val de Loire
0490970N;2016;5452388.0;;;;;-6544595.0;2.25391892877574;3166713.0;137331376.0;97.7460817829777;;;;116998281.0;83.2739311014681;;;36.6018107908567;13962714.0;;22291507.0;594534.0;140498088.0;15.8660571950275;594534.0;573210.0;;;;20507309.0;53.7577897712173;;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0490970N;Université d'Angers;49007;Angers;A17;Nantes;R52;Pays de la Loire
0593560Z;2016;18012862.0;;;;;-10148465.0;2.90632176638095;4801398.0;161849943.0;97.9689690853407;;;;134515943.0;81.4234964621053;;;57.0558317712846;25651342.0;;27543708.0;599748.0;165205314.0;16.6724104286379;744726.0;;;;;35799807.0;79.628885133435;;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0597065J;Université LILLE 2 - DROIT ET SANTÉ;;;;;;
0595964M;2016;2914845.0;;;;;-6155640.0;2.37777772596637;1845916.0;75781761.0;97.6166755910383;;;;66298611.0;85.4011561188641;;;27.7260587808193;5836471.0;;9663800.0;350923.0;77631983.0;12.4482199559426;350923.0;;;;;11992111.0;56.9683246078169;;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France
0601223D;2016;9959831.0;;;;;5310858.0;4.36570822513903;2892249.0;63297343.0;95.5442394360051;;;;47968170.0;72.405603498823;;;99.4539641261087;17486588.0;;20270119.0;1821074.0;66249251.0;30.5967519542221;1821074.0;;;;;12175730.0;69.2487645176512;;2010;C;université technologique;GR50;écoles d'ingénieurs;0601223D;Université de technologie de Compiègne;60159;Compiègne;A20;Amiens;R32;Hauts-de-France
0631262E;2016;14235301.0;;;;;-14898687.0;6.9610604729102;7553384.0;100980184.0;93.0614897097247;;;;81279087.0;74.9053192304177;;;124.357908874478;34882457.0;;14715163.0;4558073.0;108509099.0;13.56122494391;4558073.0;1518081.0;;;;49781144.0;177.472560755088;;2009;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0632035V;Université CLERMONT-FERRAND 1 - AUVERGNE;;;;;;
0631525R;2016;23877675.0;;;;;-6099233.0;2.91971322413043;4590603.0;152721470.0;97.1338396214264;;;;128654291.0;81.8266434221876;;;17.448778878307;7402231.0;;22185408.0;2325366.0;157227873.0;14.1103530669781;2325366.0;1360317.0;;;;13501464.0;31.8260886304984;;2010;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0632035V;Université CLERMONT-FERRAND 2 - BLAISE PASCAL;;;;;;
0632035V;2016;38112976.0;;;;;-20997920.0;4.5699275146403;12143987.0;;;;;;209933378.0;79.0004403301472;;;60.0015310897421;42284688.0;;;;265736972.0;13.8861260901249;6883439.0;2878398.0;;;;63282608.0;89.797360485478;;2010;A;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0632035V;Université Clermont Auvergne;63113;Clermont-Ferrand;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes
0650048Z;2016;1402780.0;;;;;-322351.0;3.51902555832563;566614.0;15536418.0;96.4908244886826;;;;12613640.0;78.3385541894809;;;65.563838460062;2829520.0;;2915723.0;245569.0;16101446.0;18.1084543586955;245569.0;375219.0;;;;3151871.0;73.0331508845861;;2011;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0650048Z;École nationale d'ingénieurs de Tarbes;65440;Tarbes;A16;Toulouse;R76;Occitanie
0660437S;2016;1982268.0;;;;;-7856412.0;3.04294853960133;2055633.0;65498351.0;96.9570499801011;;;;55639325.0;82.3627577262836;;;53.640009349243;9759256.0;;10160906.0;569214.0;67553985.0;15.0411644849671;569214.0;;;;;17615668.0;96.8213761595311;;2012;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0660437S;Université de Perpignan - Via Domitia;66136;Perpignan;A11;Montpellier;R76;Occitanie
0671451N;2016;580418.0;;;;;7204.0;4.66364752923099;215485.0;4405039.0;95.3363308282068;;;;1119173.0;24.2217713355084;;;179.776932735442;2199790.0;;928603.0;;4620525.0;20.0973482450587;;;;;;2192586.0;179.188188799237;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0671451N;BNU DE STRASBOURG;;;;;;
0681166Y;2016;3235151.0;;;;;-5689264.0;5.69526631659495;5217498.0;86370228.0;94.2791832953316;;;;67267182.0;73.4268639598639;;;81.3308502554839;19512678.0;;20740730.0;3373068.0;91611133.0;22.6399666948776;3373068.0;1513663.0;;;;25201942.0;105.044288177635;;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0681166Y;Université de Haute-Alsace;68224;Mulhouse;A15;Strasbourg;R44;Grand Est
0690173N;2016;498979.0;;;;;-756864.0;6.70383386947214;257664.0;3585867.0;93.2961401127921;;;;2049265.0;53.3172352929545;;;116.547345453694;1160898.0;;2156453.0;38770.0;3843532.0;56.1060243546821;38770.0;267056.0;;;;1917762.0;192.532048734657;;;A;institut d'études politiques;GR20;instituts d'études politiques;0690173N;Institut d'études politiques de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0691774D;2016;8059893.0;;;;;-33610722.0;4.6731888789049;16568311.0;337971414.0;95.3268111210951;;;;278101623.0;78.4401869212258;;;67.0377079879306;62935636.0;;64373947.0;1992991.0;354539725.0;18.1570477045978;2036112.0;31136635.0;;;;96546358.0;102.839137986978;;2009;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0691774D;Université Claude Bernard - Lyon 1;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692459Y;2016;241412.0;;;;;752813.0;26.2863282357332;826209.0;2316904.0;73.7136717642668;;;;869125.0;27.6517261708376;;;351.566763232313;2262629.0;;789424.0;478117.0;3143113.0;25.1159916935853;478117.0;419482.0;;;;1509816.0;234.5948558939;;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0750736T;2016;4786322.0;;;;;-2448210.0;4.28101099163958;4313186.0;96438389.0;95.7189890083604;;;;74899915.0;74.3411852370546;;;62.8121276476321;16826390.0;;42932780.0;1046492.0;100751575.0;42.6125149904604;1046492.0;1217997.0;;;;19274600.0;71.9511811836674;;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France
0751717J;2016;2989696.0;;;;;-11193028.0;1.18249346384384;2392407.0;199926427.0;98.8175060418868;;;;164164091.0;81.1412793079794;;;22.9352080603131;12737095.0;;30246550.0;1193921.0;202318835.0;14.949942747545;1371527.0;3582264.0;;;;23930123.0;43.0900727296047;;2011;D;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0751717J;Université Paris 1 - Panthéon Sorbonne;75105;Paris 5e;A01;Paris;R11;Île-de-France
0751720M;2016;9495579.0;;;;;-5849359.0;3.13222136367211;4848103.0;149933518.0;96.8677786363279;;;;132364539.0;85.5169613451716;;;63.0845423102791;26273576.0;;21789360.0;2722462.0;154781621.0;14.0774853365827;2722462.0;;;;;32122935.0;77.1292287025507;;2011;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0755890V;Université PARIS 4 - SORBONNE;;;;;;
0751723R;2016;10991918.0;;;;;-29340670.0;2.63707715706875;7867347.0;290468520.0;97.3629228429313;;;;239727147.0;80.3547858360591;;;47.4122155474886;38254878.0;;44520656.0;2631728.0;298335867.0;14.9229981790959;2631728.0;;;;;67595548.0;83.776366815929;;2009;D;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0751723R;Université Paris Diderot;75113;Paris 13e;A01;Paris;R11;Île-de-France
0753364Z;2016;198840.0;;;;;1550792.0;9.31109182760802;978045.0;9526040.0;90.688908172392;;;;2258563.0;21.5017586015345;;;243.474354506175;6442629.0;;9715438.0;929898.0;10504085.0;92.4919971611045;929898.0;324110.0;;;;4891837.0;184.868142481031;;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753364Z;Institut d'administration des entreprises de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753471R;2016;4439073.0;;;;;2558866.0;2.94784839319576;4375029.0;144039347.0;97.0521927079608;;;;108864971.0;73.3520691720337;;;60.9296588938299;24378523.0;;44541162.0;195437.0;148414315.0;30.0113651435847;195437.0;960529.0;;;;21819657.0;54.5342413972482;;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753471R;Conservatoire national des arts et métiers;75103;Paris 3e;A01;Paris;R11;Île-de-France
0753486G;2016;396218.0;;;;;-2669295.0;2.31692948451868;848938.0;35791711.0;97.6830705154813;;;;31486781.0;85.9340155246704;;;36.8253543397241;3661229.0;;4439165.0;662275.0;36640649.0;12.115410401164;662275.0;;;;;6330524.0;63.673643319259;;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753486G;École pratique des hautes études;75114;Paris 14e;A01;Paris;R11;Île-de-France
0753742K;2016;1156129.0;;;;;-5724280.0;3.23078715934171;1944809.0;58243326.0;96.7559229508672;;;;45693858.0;75.9082921187548;;;88.6188910296778;14337386.0;;10812663.0;960588.0;60196135.0;17.9623874522841;960588.0;1553672.0;;;;20061666.0;124.000469341328;;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753742K;École des hautes études en sciences sociales;75106;Paris 6e;A01;Paris;R11;Île-de-France
0755449R;2016;7589675.0;;;;;480611.0;6.84997751200214;3544090.0;48332868.0;93.4172266761193;;;;15777899.0;30.495346714288;;;191.518109788147;25712832.0;;7690176.0;138249.0;51738710.0;14.8634861595892;138249.0;;;;;25232221.0;187.938352013375;;;;;;;0755449R;Musée du quai Branly;75007;Paris 7e;A01;Paris;R11;Île-de-France
0755598C;2016;0.0;;;;;-23523963.0;5.81709933739601;205555.0;3328078.0;94.1828723631253;;;;1126208.0;31.8710992706092;;;262.234382727809;2424268.0;;305995.0;205555.0;3533634.0;8.65949897470989;205555.0;331141.0;;;;25948231.0;2806.83420280414;;;D;communauté d'universités et établissements;;communauté d'universités et établissements;0755598C;Université Sorbonne Paris Cité;75113;Paris 13e;A01;Paris;R11;Île-de-France
0772502B;2016;5074382.0;;;;;-7516429.0;6.20204948647223;5589707.0;84378545.0;93.6220649287206;;;;69248537.0;76.834591390891;;;73.1493319776965;17145095.0;;16653172.0;4061688.0;90126772.0;18.4774974521444;4061688.0;3108559.0;;;;24661524.0;105.218081681783;;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0772502B;Université Paris-Est Marne-la-Vallée;77083;Champs-sur-Marne;A24;Créteil;R11;Île-de-France
0912341A;2016;66244476.0;;;;;71528853.0;2.75217026705318;2327723.0;82250002.0;97.2478297329468;;;;60161065.0;71.1310986432893;;;405.058684375473;92544660.0;;37434836.0;-2403936.0;84577725.0;44.2608689226389;-2403936.0;;;;;21015807.0;91.9840770338218;;2015;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912341A;CentraleSupélec;91272;Gif-sur-Yvette;A25;Versailles;R11;Île-de-France
0951376E;2016;1362639.0;;;;;348962.0;11.2924438960603;506660.0;3980057.0;88.7075561039397;;;;1658036.0;36.9543254009558;;;545.847157465333;6034730.0;;2234303.0;116274.0;4486717.0;49.7981709120499;116274.0;;;;;5685768.0;514.283207501802;;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0951376E;École nationale supérieure de l'électronique et de ses applications de Cergy;95127;Cergy;A25;Versailles;R11;Île-de-France
9730429D;2016;47692607.0;;;;;486084.0;6.44752136344857;1288104.0;18466800.0;92.4343744872557;;;;15491427.0;77.5413371379982;;;65.7726168042108;3373916.0;;2862159.0;1099308.0;19978282.0;14.3263519856212;1099308.0;1116203.0;;;;2887832.0;56.2966794463578;;2015;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9730429D;Université de Guyane;97302;Cayenne;A33;Guyane;R03;Guyane
0130221V;2017;588550.0;;;;;-1077751.0;8.97051434495647;394560.0;4003850.0;91.0294856550435;;;;2271262.0;51.6382510952822;;;251.59502978;2798191.0;;2296708.0;13295.0;4398410.0;52.2167783358077;13295.0;83455.0;;;;3875942.0;348.49934938;;;C;institut d'études politiques;GR20;instituts d'études politiques;0130221V;Institut d'études politiques d'Aix-en-Provence;13001;Aix-en-Provence;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0251215K;2017;7820253.0;;;;;-1290230.0;2.71885529868977;5280419.0;189062467.0;97.347102604227;;;;162981730.0;83.9182913704624;;;56.680306409;29766996.0;;28888374.0;1959014.0;194214786.0;14.8744462741369;1959014.0;1584301.0;;;;31057226.0;59.137075367;;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0251215K;Université de Franche-Comté;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0311381H;2017;10376717.0;;;;;-4506664.0;3.3253862132945;3118906.0;90543288.0;96.5375043754296;;;;66968124.0;71.4015992401813;;;84.941774149;21363632.0;;28104923.0;483711.0;93790790.0;37.542363168068;412671.0;-7947852.0;;;;25870296.0;102.86026458;;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0311381H;Institut national polytechnique de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311382J;2017;14504123.0;;;;;-5437649.0;7.30284076939481;7412291.0;83753780.0;82.5170678235546;;;;77150711.0;76.0115000448035;;;122.44799411;28487451.0;;17960002.0;4612105.0;101498735.0;17.6948037825299;4612105.0;681166.0;;;;33925100.0;145.820714;;2009;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0311382J;Université Toulouse 1 - Capitole;31555;Toulouse;A16;Toulouse;R76;Occitanie
0312758E;2017;207649178.0;;;;;-15183424.0;;-3599864.0;22716019.0;118.831527574452;;;;3794475.0;19.8495722596934;;;299.62147681;18906131.0;;10108446.0;976275.0;19116155.0;93.0292258040385;;-2730980.0;;;;34089555.0;540.2460616;;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0312758E;Université fédérale de Toulouse Midi-Pyrénées;31555;Toulouse;A16;Toulouse;R76;Occitanie
